NEGERI,KATEGORI,kodPAR,namaPAR,kodDUN,namaDUN,KODLOKALITI,KOD AND DM ,NAMA DAERAH MENGUNDI,TEMPAT MENGUNDI,SALURAN,KERTAS UNDI DALAM TONG UNDI,UNDI BAIK,UNDI ROSAK,UNDI TIDAK DILETAK BALIK,BN,BN_CALON,BN_VOTE,PR_1,PR_1_CALON,PR_1_VOTE,PR_2,PR_2_CALON,PR_2_VOTE,OTHER1,OTHER1_CALON,OTHER1_VOTE,OTHER2,OTHER2_CALON,OTHER2_VOTE,OTHER3,OTHER3_CALON,OTHER3_VOTE,OTHER4,OTHER4_CALON,OTHER4_VOTE,OTHER5,OTHER5_CALON,OTHER5_VOTE
PAHANG,UNDI BIASA,P091,ROMPIN,N40,BUKIT IBAM,091/40/10,FELDA KERATONG 1 091/40/10,FELDA KERATONG 1,SEK. KEB. LKTP KERATONG 1,,2837,2800,37,0,UMNO,WAN KADRI BIN WAN MAHUSAIN,2063,PAS,SUKRI BIN AHMAD,735,,,0,BEBAS,IENAN BIN KASSIM,2,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N40,BUKIT IBAM,091/40/11,FELDA SELANCHARI 091/40/11,FELDA SELANCHARI,SEK. MEN. KEB. SELANCAR ROMPIN,,1473,1453,20,0,UMNO,WAN KADRI BIN WAN MAHUSAIN,1027,PAS,SUKRI BIN AHMAD,425,,,0,BEBAS,IENAN BIN KASSIM,1,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P091,ROMPIN,N40,BUKIT IBAM,091/40/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,509,435,13,61,UMNO,WAN KADRI BIN WAN MAHUSAIN,323,PAS,SUKRI BIN AHMAD,111,,,0,BEBAS,IENAN BIN KASSIM,1,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N41,MUADZAM SHAH,091/41/01,MUADZAM SHAH 091/41/01,MUADZAM SHAH,SEK. KEB. BUKIT RIDAN,,2652,2624,28,0,UMNO,MAZNAH BINTI MAZLAN,1638,PKR,MUHAMAD NORDIN BIN PA`WAN CHIK,986,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N41,MUADZAM SHAH,091/41/02,BUKIT RIDAN 091/41/02,BUKIT RIDAN,DEWAN STESEN MARDI MUADZAM SHAH,,248,245,3,0,UMNO,MAZNAH BINTI MAZLAN,183,PKR,MUHAMAD NORDIN BIN PA`WAN CHIK,62,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N41,MUADZAM SHAH,091/41/03,FELDA KERATONG 10  091/41/03,FELDA KERATONG 10 ,SEK. KEB. LKTP KERATONG 10,,1170,1154,16,0,UMNO,MAZNAH BINTI MAZLAN,840,PKR,MUHAMAD NORDIN BIN PA`WAN CHIK,314,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N41,MUADZAM SHAH,091/41/04,FELDA KERATONG 9 091/41/04,FELDA KERATONG 9,SEK. KEB. PERANTAU DAMAI,,1631,1609,21,1,UMNO,MAZNAH BINTI MAZLAN,1094,PKR,MUHAMAD NORDIN BIN PA`WAN CHIK,515,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N41,MUADZAM SHAH,091/41/05,FELDA KERATONG 8 091/41/05,FELDA KERATONG 8,SEK. KEB. LKTP KERATONG 8,,1303,1286,17,0,UMNO,MAZNAH BINTI MAZLAN,918,PKR,MUHAMAD NORDIN BIN PA`WAN CHIK,368,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N41,MUADZAM SHAH,091/41/06,KEDAIK 091/41/06,KEDAIK,SEK. KEB. KEDAIK,,934,846,87,1,UMNO,MAZNAH BINTI MAZLAN,660,PKR,MUHAMAD NORDIN BIN PA`WAN CHIK,186,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N41,MUADZAM SHAH,091/41/07,GADING 091/41/07,GADING,BALAI RAYA KAMPUNG GADING,,914,838,76,0,UMNO,MAZNAH BINTI MAZLAN,691,PKR,MUHAMAD NORDIN BIN PA`WAN CHIK,147,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N41,MUADZAM SHAH,091/41/08,LEBAN CHONDONG 091/41/08,LEBAN CHONDONG,SEK. KEB. LEBAN CHONDONG,,1076,1044,32,0,UMNO,MAZNAH BINTI MAZLAN,776,PKR,MUHAMAD NORDIN BIN PA`WAN CHIK,268,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N41,MUADZAM SHAH,091/41/09,FELDA KERATONG 6 091/41/09,FELDA KERATONG 6,SEK. KEB. LKTP KERATONG 6,,1391,1358,33,0,UMNO,MAZNAH BINTI MAZLAN,1122,PKR,MUHAMAD NORDIN BIN PA`WAN CHIK,236,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N41,MUADZAM SHAH,091/41/10,CHENDERAWASIH 091/41/10,CHENDERAWASIH,SEK. KEB. CHENDERAWASIH,,291,282,9,0,UMNO,MAZNAH BINTI MAZLAN,206,PKR,MUHAMAD NORDIN BIN PA`WAN CHIK,76,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N41,MUADZAM SHAH,091/41/11,FELDA SELANCHAR 091/41/11,FELDA SELANCHAR,SEK. KEB. LKTP SELANCAR 2,,1931,1888,43,0,UMNO,MAZNAH BINTI MAZLAN,1433,PKR,MUHAMAD NORDIN BIN PA`WAN CHIK,455,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N41,MUADZAM SHAH,091/41/12,FELDA SELANCHAR 3 091/41/12,FELDA SELANCHAR 3,SEK. KEB. LKTP SELANCAR 3,,1273,1247,26,0,UMNO,MAZNAH BINTI MAZLAN,954,PKR,MUHAMAD NORDIN BIN PA`WAN CHIK,293,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P091,ROMPIN,N41,MUADZAM SHAH,091/41/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,193,153,8,32,UMNO,MAZNAH BINTI MAZLAN,124,PKR,MUHAMAD NORDIN BIN PA`WAN CHIK,29,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N42,TIOMAN,091/42/01,SUNGAI PUTERI 091/42/01,SUNGAI PUTERI,SEK. KEB. SUNGAI PUTERI,,1717,1683,33,1,UMNO,MOHD JOHARI BIN HUSSAIN,976,PAS,MOHD FADZLI BIN MOHD RAMLY,695,,,0,BEBAS,IMAM ZUL,12,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N42,TIOMAN,091/42/02,KUALA ROMPIN 091/42/02,KUALA ROMPIN,SEK. MEN. KEB. ROMPIN,,794,772,21,1,UMNO,MOHD JOHARI BIN HUSSAIN,411,PAS,MOHD FADZLI BIN MOHD RAMLY,353,,,0,BEBAS,IMAM ZUL,8,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N42,TIOMAN,091/42/03,BANDAR BARU ROMPIN 091/42/03,BANDAR BARU ROMPIN,SEK. KEB. ROMPIN,,1876,1859,17,0,UMNO,MOHD JOHARI BIN HUSSAIN,905,PAS,MOHD FADZLI BIN MOHD RAMLY,939,,,0,BEBAS,IMAM ZUL,15,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N42,TIOMAN,091/42/04,PONTIAN 091/42/04,PONTIAN,SEK. KEB. PONTIAN,,1689,1654,33,2,UMNO,MOHD JOHARI BIN HUSSAIN,1250,PAS,MOHD FADZLI BIN MOHD RAMLY,397,,,0,BEBAS,IMAM ZUL,7,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N42,TIOMAN,091/42/05,KAMPUNGJANGLAU 091/42/05,KAMPUNGJANGLAU,SEK. KEB. JANGLAU,,646,634,12,0,UMNO,MOHD JOHARI BIN HUSSAIN,429,PAS,MOHD FADZLI BIN MOHD RAMLY,203,,,0,BEBAS,IMAM ZUL,2,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N42,TIOMAN,091/42/06,KAMPUNG JAWA 091/42/06,KAMPUNG JAWA,SEK. MEN. KEB. TANJUNG GEMOK,,907,890,16,1,UMNO,MOHD JOHARI BIN HUSSAIN,567,PAS,MOHD FADZLI BIN MOHD RAMLY,318,,,0,BEBAS,IMAM ZUL,5,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N42,TIOMAN,091/42/07,ENDAU 091/42/07,ENDAU,SEK. KEB. TANJUNG GEMOK,,1251,1241,7,3,UMNO,MOHD JOHARI BIN HUSSAIN,753,PAS,MOHD FADZLI BIN MOHD RAMLY,487,,,0,BEBAS,IMAM ZUL,1,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N42,TIOMAN,091/42/08,PIANGGU 091/42/08,PIANGGU,SEK. KEB. PIANGGU,,1353,1335,18,0,UMNO,MOHD JOHARI BIN HUSSAIN,852,PAS,MOHD FADZLI BIN MOHD RAMLY,478,,,0,BEBAS,IMAM ZUL,5,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N42,TIOMAN,091/42/09,FELDA SELENDANG 091/42/09,FELDA SELENDANG,SEK. KEB. LKTP SELENDANG 1,,1631,1611,20,0,UMNO,MOHD JOHARI BIN HUSSAIN,1174,PAS,MOHD FADZLI BIN MOHD RAMLY,436,,,0,BEBAS,IMAM ZUL,1,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N42,TIOMAN,091/42/10,TEKEK 091/42/10,TEKEK,SEK. MEN. KEB. TEKEK,,488,478,10,0,UMNO,MOHD JOHARI BIN HUSSAIN,344,PAS,MOHD FADZLI BIN MOHD RAMLY,133,,,0,BEBAS,IMAM ZUL,1,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N42,TIOMAN,091/42/11,JUARA 091/42/11,JUARA,SEK. KEB. JUARA,,154,149,5,0,UMNO,MOHD JOHARI BIN HUSSAIN,116,PAS,MOHD FADZLI BIN MOHD RAMLY,33,,,0,BEBAS,IMAM ZUL,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N42,TIOMAN,091/42/12,KAMPUNG GENTING 091/42/12,KAMPUNG GENTING,BALAI RAYA KAMPUNG GENTING,,124,122,2,0,UMNO,MOHD JOHARI BIN HUSSAIN,114,PAS,MOHD FADZLI BIN MOHD RAMLY,5,,,0,BEBAS,IMAM ZUL,3,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N42,TIOMAN,091/42/13,MUKUT 091/42/13,MUKUT,SEK. KEB. MUKUT,,107,102,5,0,UMNO,MOHD JOHARI BIN HUSSAIN,87,PAS,MOHD FADZLI BIN MOHD RAMLY,15,,,0,BEBAS,IMAM ZUL,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N42,TIOMAN,091/42/14,SARANG TIONG 091/42/14,SARANG TIONG,SEK. KEB. SARANG TIONG,,739,721,18,0,UMNO,MOHD JOHARI BIN HUSSAIN,488,PAS,MOHD FADZLI BIN MOHD RAMLY,229,,,0,BEBAS,IMAM ZUL,4,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N42,TIOMAN,091/42/15,DENAI 091/42/15,DENAI,SEK. KEB. DENAI,,155,143,12,0,UMNO,MOHD JOHARI BIN HUSSAIN,135,PAS,MOHD FADZLI BIN MOHD RAMLY,6,,,0,BEBAS,IMAM ZUL,2,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P091,ROMPIN,N42,TIOMAN,091/42/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,414,357,8,49,UMNO,MOHD JOHARI BIN HUSSAIN,282,PAS,MOHD FADZLI BIN MOHD RAMLY,70,,,0,BEBAS,IMAM ZUL,5,,,0,,,0,,,0,,,0
