NEGERI,KATEGORI,kodPAR,namaPAR,kodDUN,namaDUN,KODLOKALITI,KOD AND DM ,NAMA DAERAH MENGUNDI,TEMPAT MENGUNDI,SALURAN,KERTAS UNDI DALAM TONG UNDI,UNDI BAIK,UNDI ROSAK,UNDI TIDAK DILETAK BALIK,BN,BN_CALON,BN_VOTE,PR_1,PR_1_CALON,PR_1_VOTE,PR_2,PR_2_CALON,PR_2_VOTE,OTHER1,OTHER1_CALON,OTHER1_VOTE,OTHER2,OTHER2_CALON,OTHER2_VOTE,OTHER3,OTHER3_CALON,OTHER3_VOTE,OTHER4,OTHER4_CALON,OTHER4_VOTE,OTHER5,OTHER5_CALON,OTHER5_VOTE
PAHANG,UNDI BIASA,P080,RAUB,N06,BATU TALAM,080/06/04,CHENUA 080/06/04,CHENUA,SEK. KEB. CHENUA,,539,523,16,0,UMNO,ABD AZIZ BIN MAT KIRAM,386,PKR,KHAIRUL HAKIMIN BIN MOHD ALI,137,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N06,BATU TALAM,080/06/05,BATU MALIM 080/06/05,BATU MALIM,BALAI RAYA BATU MALIM,,585,566,19,0,UMNO,ABD AZIZ BIN MAT KIRAM,404,PKR,KHAIRUL HAKIMIN BIN MOHD ALI,162,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N06,BATU TALAM,080/06/06,FELDATERSANG SATU 080/06/06,FELDATERSANG SATU,SEK. KEB. LKTP TERSANG 1,,1628,1601,26,1,UMNO,ABD AZIZ BIN MAT KIRAM,1118,PKR,KHAIRUL HAKIMIN BIN MOHD ALI,483,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N06,BATU TALAM,080/06/07,FELDATERSANG DUA 080/06/07,FELDATERSANG DUA,SEK. MEN. KEB. (LKTP) TERSANG,,961,949,12,0,UMNO,ABD AZIZ BIN MAT KIRAM,745,PKR,KHAIRUL HAKIMIN BIN MOHD ALI,204,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N06,BATU TALAM,080/06/08,HULU SUNGAI 080/06/08,HULU SUNGAI,SEK. KEB. ULU SUNGAI,,1290,1193,97,0,UMNO,ABD AZIZ BIN MAT KIRAM,1088,PKR,KHAIRUL HAKIMIN BIN MOHD ALI,105,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N06,BATU TALAM,080/06/09,BATU TALAM 080/06/09,BATU TALAM,SEK. MEN. AGAMAAL - FALAH,,831,816,15,0,UMNO,ABD AZIZ BIN MAT KIRAM,517,PKR,KHAIRUL HAKIMIN BIN MOHD ALI,299,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N06,BATU TALAM,080/06/10,KUNDANG PATAH 080/06/10,KUNDANG PATAH,SEK. KEB. KUNDANG PATAH,,648,642,6,0,UMNO,ABD AZIZ BIN MAT KIRAM,441,PKR,KHAIRUL HAKIMIN BIN MOHD ALI,201,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N06,BATU TALAM,080/06/11,CHEROH 080/06/11,CHEROH,SEK. JENIS KEB. (C) CHEROH,,1725,1688,36,1,UMNO,ABD AZIZ BIN MAT KIRAM,621,PKR,KHAIRUL HAKIMIN BIN MOHD ALI,1067,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N06,BATU TALAM,080/06/12,FELDATERSANG TIGA 080/06/12,FELDATERSANG TIGA,SEK. KEB. (LKTP) TERSANG 3,,1203,1191,12,0,UMNO,ABD AZIZ BIN MAT KIRAM,814,PKR,KHAIRUL HAKIMIN BIN MOHD ALI,377,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P080,RAUB,N06,BATU TALAM,080/06/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,168,119,21,28,UMNO,ABD AZIZ BIN MAT KIRAM,103,PKR,KHAIRUL HAKIMIN BIN MOHD ALI,16,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N07,TRAS,080/07/01,BUKIT FRASER 080/07/01,BUKIT FRASER,PEJABAT PERBADANAN KEMAJUAN BUKIT FRASER,,224,218,6,0,MCA,WING LAY HIANG,167,DAP,CHOONG SIEW ONN,51,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N07,TRAS,080/07/02,PEKAN TRAS 080/07/02,PEKAN TRAS,SEK. JENIS KEB. (C) TRAS,,1005,999,6,0,MCA,WING LAY HIANG,247,DAP,CHOONG SIEW ONN,752,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N07,TRAS,080/07/03,SUNGAI LUI 080/07/03,SUNGAI LUI,SEK. JENIS KEB. (C) SUNGAI LUI,,3196,3163,32,1,MCA,WING LAY HIANG,968,DAP,CHOONG SIEW ONN,2195,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N07,TRAS,080/07/04,BUKIT KOMAN 080/07/04,BUKIT KOMAN,SEK. JENIS KEB. (C) YUH HWA BUKIT KOMAN,,1963,1946,16,1,MCA,WING LAY HIANG,309,DAP,CHOONG SIEW ONN,1637,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N07,TRAS,080/07/05,KAMPUNG MELAYU 080/07/05,KAMPUNG MELAYU,SEK. MEN. KEB. DATO SHAH BANDAR HUSSAIN,,295,287,8,0,MCA,WING LAY HIANG,178,DAP,CHOONG SIEW ONN,109,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N07,TRAS,080/07/06,TAMAN SENTOSA 080/07/06,TAMAN SENTOSA,SEK. KEB. MAHMUD,,1415,1401,14,0,MCA,WING LAY HIANG,567,DAP,CHOONG SIEW ONN,834,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N07,TRAS,080/07/07,SIMPANG KALLANG 080/07/07,SIMPANG KALLANG,SEK. MEN. KEB. SERI RAUB,,2385,2351,30,4,MCA,WING LAY HIANG,1027,DAP,CHOONG SIEW ONN,1324,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N07,TRAS,080/07/08,KAMPUNG SEMPALIT 080/07/08,KAMPUNG SEMPALIT,BALAI RAYA KAMPUNG BARU SEMPALIT,,2070,2054,16,0,MCA,WING LAY HIANG,223,DAP,CHOONG SIEW ONN,1831,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N07,TRAS,080/07/09,KAMPUNG BARU SEMPALIT 080/07/09,KAMPUNG BARU SEMPALIT,SEK. JENIS KEB. ( C ) SEMPALIT,,2136,2103,33,0,MCA,WING LAY HIANG,349,DAP,CHOONG SIEW ONN,1754,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N07,TRAS,080/07/10,BANDAR RAUB 080/07/10,BANDAR RAUB,SEK. MEN. KEB. CHUNG CHING,,487,481,6,0,MCA,WING LAY HIANG,147,DAP,CHOONG SIEW ONN,334,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N07,TRAS,080/07/11,RAUB JAYA 080/07/11,RAUB JAYA,SEK. MEN. KEB. MAHMUD,,1599,1584,14,1,MCA,WING LAY HIANG,508,DAP,CHOONG SIEW ONN,1076,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N07,TRAS,080/07/12,PINTU PADANG 080/07/12,PINTU PADANG,SEK. MEN. SAINS TENGKU ABDULLAH RAUB,,802,785,17,0,MCA,WING LAY HIANG,485,DAP,CHOONG SIEW ONN,300,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N07,TRAS,080/07/13,SUNGAI CHETANG 080/07/13,SUNGAI CHETANG,SEK. JENIS KEB. (C) SUNGAI CHETANG,,403,396,7,0,MCA,WING LAY HIANG,111,DAP,CHOONG SIEW ONN,285,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N07,TRAS,080/07/14,KAMPUNG SANG LEE 080/07/14,KAMPUNG SANG LEE,SEK. JENIS KEB. (C) SANG LEE,,544,508,34,2,MCA,WING LAY HIANG,254,DAP,CHOONG SIEW ONN,254,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P080,RAUB,N07,TRAS,080/07/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,613,516,51,46,MCA,WING LAY HIANG,475,DAP,CHOONG SIEW ONN,41,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N08,DONG,080/08/01,DURIAN SEBATANG 080/08/01,DURIAN SEBATANG,BALAI RAYA DURIAN SEBATANG,,323,318,5,0,UMNO,SHAHIRUDDIN BIN AB MOIN,172,PAS,TENGKU SHAH AMIR BIN TENGKU PERANG,146,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N08,DONG,080/08/02,KAMPUNG TEMAU 080/08/02,KAMPUNG TEMAU,SEK. KEB. TEMAU,,744,735,9,0,UMNO,SHAHIRUDDIN BIN AB MOIN,500,PAS,TENGKU SHAH AMIR BIN TENGKU PERANG,235,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N08,DONG,080/08/03,PAMAH RAWAS 080/08/03,PAMAH RAWAS,SEK. KEB. ULU DONG,,558,554,4,0,UMNO,SHAHIRUDDIN BIN AB MOIN,394,PAS,TENGKU SHAH AMIR BIN TENGKU PERANG,160,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N08,DONG,080/08/04,TANJUNG PUTUS 080/08/04,TANJUNG PUTUS,SEK. KEB. TANJUNG PUTUS,,992,969,23,0,UMNO,SHAHIRUDDIN BIN AB MOIN,698,PAS,TENGKU SHAH AMIR BIN TENGKU PERANG,271,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N08,DONG,080/08/05,PEKAN DONG 080/08/05,PEKAN DONG,SEK. MEN. KEB. DONG,,967,958,9,0,UMNO,SHAHIRUDDIN BIN AB MOIN,552,PAS,TENGKU SHAH AMIR BIN TENGKU PERANG,406,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N08,DONG,080/08/06,GALI HILIR 080/08/06,GALI HILIR,DEWAN SERBAGUNA KAMPUNG GALI HILIR,,800,789,11,0,UMNO,SHAHIRUDDIN BIN AB MOIN,562,PAS,TENGKU SHAH AMIR BIN TENGKU PERANG,227,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N08,DONG,080/08/07,PAMAH KULAT 080/08/07,PAMAH KULAT,SEK. KEB. PAMAH KULAT,,637,629,8,0,UMNO,SHAHIRUDDIN BIN AB MOIN,383,PAS,TENGKU SHAH AMIR BIN TENGKU PERANG,246,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N08,DONG,080/08/08,GALI TENGAH 080/08/08,GALI TENGAH,SEK. KEB. GALI,,611,599,12,0,UMNO,SHAHIRUDDIN BIN AB MOIN,377,PAS,TENGKU SHAH AMIR BIN TENGKU PERANG,222,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N08,DONG,080/08/09,HULU GALI 080/08/09,HULU GALI,SEK. KEB. ULU GALI,,903,884,19,0,UMNO,SHAHIRUDDIN BIN AB MOIN,586,PAS,TENGKU SHAH AMIR BIN TENGKU PERANG,298,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N08,DONG,080/08/10,SUNGAI RUAN 080/08/10,SUNGAI RUAN,SEK. JENIS KEB. (C) SUNGAI RUAN,,3062,3000,58,4,UMNO,SHAHIRUDDIN BIN AB MOIN,586,PAS,TENGKU SHAH AMIR BIN TENGKU PERANG,2414,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N08,DONG,080/08/11,JERAM 080/08/11,JERAM,SEK. JENIS KEB. (C) SUNGAI KLAU,,1705,1657,48,0,UMNO,SHAHIRUDDIN BIN AB MOIN,383,PAS,TENGKU SHAH AMIR BIN TENGKU PERANG,1274,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N08,DONG,080/08/12,FELDA LEMBAH KLAU 080/08/12,FELDA LEMBAH KLAU,SEK. KEB. LKTP LEMBAH KLAU,,1781,1735,46,0,UMNO,SHAHIRUDDIN BIN AB MOIN,1206,PAS,TENGKU SHAH AMIR BIN TENGKU PERANG,529,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N08,DONG,080/08/13,FELDA KRAU 080/08/13,FELDA KRAU,SEK. KEB. LKTP KRAU 1,,726,708,18,0,UMNO,SHAHIRUDDIN BIN AB MOIN,148,PAS,TENGKU SHAH AMIR BIN TENGKU PERANG,560,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P080,RAUB,N08,DONG,080/08/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,231,170,36,25,UMNO,SHAHIRUDDIN BIN AB MOIN,134,PAS,TENGKU SHAH AMIR BIN TENGKU PERANG,36,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/01,KAMPUNG SAT 081/09/01,KAMPUNG SAT,SEK. KEB. KUALA SAT,,232,206,26,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,140,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,66,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/02,KAMPUNG GUSAI 081/09/02,KAMPUNG GUSAI,SEK. KEB. GUSAI,,169,166,3,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,116,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,50,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/03,KAMPUNG BANTAL 081/09/03,KAMPUNG BANTAL,SEK. KEB. ULU TEMBELING,,297,277,20,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,185,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,92,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/04,KAMPUNG MAT DALING 081/09/04,KAMPUNG MAT DALING,SEK. KEB. BUKIT MAT DALING,,240,233,7,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,149,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,84,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/05,KAMPUNG PAGI 081/09/05,KAMPUNG PAGI,SEK. KEB. KAMPUNG PAGI,,156,152,4,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,92,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,60,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/06,KUALA TAHAN 081/09/06,KUALA TAHAN,SEK. KEB. KUALA TAHAN,,736,716,20,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,476,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,240,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/07,KAMPUNG MERTING 081/09/07,KAMPUNG MERTING,SEK. KEB. KAMPUNG MERTING,,494,463,30,1,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,283,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,180,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/08,KAMPUNG CHEBONG 081/09/08,KAMPUNG CHEBONG,SEK. KEB. CHEBONG,,599,585,14,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,302,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,283,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/09,FELDA SUNGAI RETANG 081/09/09,FELDA SUNGAI RETANG,SEK. KEB. LKTP SUNGAI RETANG,,1707,1687,20,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,993,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,694,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/10,PASIR DURIAN 081/09/10,PASIR DURIAN,SEK. KEB. PASIR DURIAN,,339,335,4,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,218,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,117,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/11,KUALATEMBELING 081/09/11,KUALATEMBELING,SEK. KEB. KUALA TEMBELING,,829,812,17,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,416,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,396,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/12,FELDA PADANG PIOL 081/09/12,FELDA PADANG PIOL,SEK. MEN. KEB. LKTP PADANG PIOL,,2562,2540,22,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,1303,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,1237,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/13,KAMPUNG GAJAH MATI 081/09/13,KAMPUNG GAJAH MATI,BALAI RAYA KAMPUNG GAJAH MATI,,408,402,6,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,176,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,226,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/14,TEH 081/09/14,TEH,SEK. KEB. TEH,,930,916,14,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,491,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,425,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/15,PULAU MANSUK 081/09/15,PULAU MANSUK,SEK. KEB. PULAU MANSOK,,571,560,11,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,237,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,323,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/16,JERANTUT FERI 081/09/16,JERANTUT FERI,SEK. KEB. PEDAH,,876,861,15,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,403,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,458,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N09,TAHAN,081/09/17,TANAH ROM 081/09/17,TANAH ROM,SEK. KEB. TANAH ROM,,203,203,0,0,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,83,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,120,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P081,JERANTUT,N09,TAHAN,081/09/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,247,196,22,29,UMNO,WAN AMIZAN BIN WAN ABDUL RAZAK,137,PAS,MOHD ZAKHWAN BIN AHMAD BADARDDIN,59,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/01,BUKIT DINDING 081/10/01,BUKIT DINDING,SEK. KEB. BUKIT DINDING,,590,532,58,0,MCA,LAU LEE,316,PKR,JAMALUDDIN BIN ABD RAHIM,96,,,0,BEBAS,MOHD NOR JAAFAR,6,BEBAS,KOH BOON HENG,114,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/02,KAMPUNG BATU KAWAH 081/10/02,KAMPUNG BATU KAWAH,SEK. KEB. TEBING TINGGI,,464,453,11,0,MCA,LAU LEE,218,PKR,JAMALUDDIN BIN ABD RAHIM,71,,,0,BEBAS,MOHD NOR JAAFAR,5,BEBAS,KOH BOON HENG,159,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/03,TEBING TINGGI 081/10/03,TEBING TINGGI,BALAI RAYA TEBING TINGGI,,491,480,11,0,MCA,LAU LEE,195,PKR,JAMALUDDIN BIN ABD RAHIM,83,,,0,BEBAS,MOHD NOR JAAFAR,6,BEBAS,KOH BOON HENG,196,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/04,KAMPUNG GINTONG 081/10/04,KAMPUNG GINTONG,SEK. KEB. GINTONG,,131,120,11,0,MCA,LAU LEE,64,PKR,JAMALUDDIN BIN ABD RAHIM,34,,,0,BEBAS,MOHD NOR JAAFAR,1,BEBAS,KOH BOON HENG,21,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/05,KAMPUNG TEMIN 081/10/05,KAMPUNG TEMIN,SEK. KEB. TEMIN,,749,730,19,0,MCA,LAU LEE,267,PKR,JAMALUDDIN BIN ABD RAHIM,169,,,0,BEBAS,MOHD NOR JAAFAR,8,BEBAS,KOH BOON HENG,286,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/06,JERANSONG 081/10/06,JERANSONG,SEK. JENIS KEB. (C) JERANSONG,,231,223,8,0,MCA,LAU LEE,84,PKR,JAMALUDDIN BIN ABD RAHIM,17,,,0,BEBAS,MOHD NOR JAAFAR,0,BEBAS,KOH BOON HENG,122,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/07,SUNGAI LEKOK 081/10/07,SUNGAI LEKOK,SEK. KEB. SUNGAI KIOL,,653,612,40,1,MCA,LAU LEE,270,PKR,JAMALUDDIN BIN ABD RAHIM,49,,,0,BEBAS,MOHD NOR JAAFAR,4,BEBAS,KOH BOON HENG,289,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/08,BANDAR JERANTUT LUAR 081/10/08,BANDAR JERANTUT LUAR,SEK. KEB. JERANTUT,,577,558,19,0,MCA,LAU LEE,268,PKR,JAMALUDDIN BIN ABD RAHIM,82,,,0,BEBAS,MOHD NOR JAAFAR,4,BEBAS,KOH BOON HENG,204,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/09,SUNGAI JAN 081/10/09,SUNGAI JAN,SEK. JENIS KEB. (C) SUNGAI JAN,,1948,1884,64,0,MCA,LAU LEE,561,PKR,JAMALUDDIN BIN ABD RAHIM,134,,,0,BEBAS,MOHD NOR JAAFAR,7,BEBAS,KOH BOON HENG,1182,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/10,BANDAR BARU 081/10/10,BANDAR BARU,TADIKA PERPADUAN PAKR BANDAR BARU,,1488,1447,41,0,MCA,LAU LEE,612,PKR,JAMALUDDIN BIN ABD RAHIM,190,,,0,BEBAS,MOHD NOR JAAFAR,7,BEBAS,KOH BOON HENG,638,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/11,INDERAPURA 081/10/11,INDERAPURA,SEK. MEN. KEB. PADANG SAUJANA,,1841,1795,46,0,MCA,LAU LEE,659,PKR,JAMALUDDIN BIN ABD RAHIM,291,,,0,BEBAS,MOHD NOR JAAFAR,18,BEBAS,KOH BOON HENG,827,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/12,KAMPUNG MELAYU 081/10/12,KAMPUNG MELAYU,SEK. KEB. BANDAR JERANTUT,,1768,1724,44,0,MCA,LAU LEE,702,PKR,JAMALUDDIN BIN ABD RAHIM,340,,,0,BEBAS,MOHD NOR JAAFAR,37,BEBAS,KOH BOON HENG,645,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/13,KAMPUNG LATAKASAH 081/10/13,KAMPUNG LATAKASAH,BALAI RAYA LATA KASAH,,367,360,7,0,MCA,LAU LEE,205,PKR,JAMALUDDIN BIN ABD RAHIM,39,,,0,BEBAS,MOHD NOR JAAFAR,4,BEBAS,KOH BOON HENG,112,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/14,KAMPUNG BAHARU 081/10/14,KAMPUNG BAHARU,SEK. KEB. KAMPUNG BAHARU,,299,286,13,0,MCA,LAU LEE,170,PKR,JAMALUDDIN BIN ABD RAHIM,29,,,0,BEBAS,MOHD NOR JAAFAR,11,BEBAS,KOH BOON HENG,76,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/15,KAMPUNG SOM 081/10/15,KAMPUNG SOM,DEWAN JKKK KAMPUNG SOM,,299,287,12,0,MCA,LAU LEE,205,PKR,JAMALUDDIN BIN ABD RAHIM,29,,,0,BEBAS,MOHD NOR JAAFAR,4,BEBAS,KOH BOON HENG,49,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/16,KAMPUNG DAMAK 081/10/16,KAMPUNG DAMAK,SEK. KEB. DAMAK,,1083,1040,43,0,MCA,LAU LEE,415,PKR,JAMALUDDIN BIN ABD RAHIM,120,,,0,BEBAS,MOHD NOR JAAFAR,6,BEBAS,KOH BOON HENG,499,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/17,KAMPUNG KOI 081/10/17,KAMPUNG KOI,BALAI RAYA KAMPUNG KOI,,541,518,23,0,MCA,LAU LEE,343,PKR,JAMALUDDIN BIN ABD RAHIM,43,,,0,BEBAS,MOHD NOR JAAFAR,6,BEBAS,KOH BOON HENG,126,,,0,,,0,,,0
PAHANG,UNDI BIASA,P081,JERANTUT,N10,DAMAK,081/10/18,BATU BALAI 081/10/18,BATU BALAI,SEK. JENIS KEB. (C) BATU BALAI,,1293,1254,38,1,MCA,LAU LEE,477,PKR,JAMALUDDIN BIN ABD RAHIM,200,,,0,BEBAS,MOHD NOR JAAFAR,13,BEBAS,KOH BOON HENG,564,,,0,,,0,,,0
